method_key,method_label,image_id,haze_level,psnr,ssim_gaussian11,deltaE00
trinitynet,Trinity-Net,satehaze1k_test_thick_019,thick,20.456336975097656,0.8663302063941956,8.208281517028809
trinitynet,Trinity-Net,satehaze1k_test_thick_020,thick,22.238733291625977,0.8687620759010315,7.819579601287842
trinitynet,Trinity-Net,satehaze1k_test_thick_021,thick,21.6507625579834,0.8558496832847595,8.51188850402832
trinitynet,Trinity-Net,satehaze1k_test_thick_022,thick,21.85106658935547,0.8729833364486694,7.748508453369141
trinitynet,Trinity-Net,satehaze1k_test_thick_023,thick,22.323524475097656,0.8862172365188599,7.89439582824707
trinitynet,Trinity-Net,satehaze1k_test_thick_024,thick,21.721797943115234,0.8471148014068604,7.2480082511901855
trinitynet,Trinity-Net,satehaze1k_test_thick_025,thick,20.793569564819336,0.8672671318054199,8.22649097442627
trinitynet,Trinity-Net,satehaze1k_test_thick_026,thick,21.118242263793945,0.865936279296875,7.718364715576172
trinitynet,Trinity-Net,satehaze1k_test_thick_027,thick,20.155662536621094,0.8502720594406128,8.529106140136719
trinitynet,Trinity-Net,satehaze1k_test_thick_028,thick,20.77737808227539,0.865816593170166,8.01107406616211
trinitynet,Trinity-Net,satehaze1k_test_thick_029,thick,22.395751953125,0.8820608258247375,7.936538219451904
trinitynet,Trinity-Net,satehaze1k_test_thick_030,thick,21.458789825439453,0.8514094948768616,7.690705299377441
trinitynet,Trinity-Net,satehaze1k_test_thick_031,thick,20.430803298950195,0.8671641945838928,8.609891891479492
trinitynet,Trinity-Net,satehaze1k_test_thick_032,thick,21.136714935302734,0.8552863597869873,8.667749404907227
trinitynet,Trinity-Net,satehaze1k_test_thick_033,thick,20.88650894165039,0.8489130735397339,8.046321868896484
trinitynet,Trinity-Net,satehaze1k_test_thick_034,thick,20.717464447021484,0.8587294220924377,8.195391654968262
trinitynet,Trinity-Net,satehaze1k_test_thick_035,thick,21.3217830657959,0.8666579127311707,8.241876602172852
trinitynet,Trinity-Net,satehaze1k_test_thick_036,thick,21.0189151763916,0.8720279932022095,7.978754997253418
trinitynet,Trinity-Net,satehaze1k_test_thick_037,thick,20.892160415649414,0.8584921360015869,8.08198070526123
trinitynet,Trinity-Net,satehaze1k_test_thick_038,thick,20.935575485229492,0.8672072887420654,8.08966064453125
trinitynet,Trinity-Net,satehaze1k_test_thick_039,thick,21.28199005126953,0.8554192781448364,7.850518226623535
trinitynet,Trinity-Net,satehaze1k_test_thick_040,thick,21.164274215698242,0.8420328497886658,7.688040733337402
trinitynet,Trinity-Net,satehaze1k_test_thick_041,thick,22.100128173828125,0.8639429211616516,7.746185302734375
trinitynet,Trinity-Net,satehaze1k_test_thick_042,thick,20.27786636352539,0.8496417999267578,8.468535423278809
trinitynet,Trinity-Net,satehaze1k_test_thick_043,thick,23.057449340820312,0.8957041501998901,7.611997127532959
trinitynet,Trinity-Net,satehaze1k_test_thick_044,thick,20.964555740356445,0.8632729053497314,8.11282730102539
trinitynet,Trinity-Net,satehaze1k_test_thick_045,thick,22.629364013671875,0.878934383392334,7.5588788986206055
lfdnet,LFD-Net,satehaze1k_test_thin_001,thin,19.005422592163086,0.9156526327133179,9.189913749694824
lfdnet,LFD-Net,satehaze1k_test_thin_002,thin,19.602148056030273,0.9134841561317444,8.922789573669434
lfdnet,LFD-Net,satehaze1k_test_thin_003,thin,17.457786560058594,0.8921538591384888,10.697035789489746
lfdnet,LFD-Net,satehaze1k_test_thin_004,thin,19.899532318115234,0.9218769073486328,7.777161121368408
